links,terms,snippets,question 1,response 1,response confidence 1,question 2,response 2,response confidence 2,res
https://news.google.com/__i/rss/rd/articles/CBMiR2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL21hdGNoZXR0cy1zaGlwYnVpbGRpbmctdHJpYWwtMS42NDc4Njc10gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjY0Nzg2NzU?oc=5,Justin Trudeau,"guilty before his lawyers spent months in court fighting the Crown and government for access to thousands of documents they said were essential for ensuring their client received a fair trial. Throughout the process, Norman's lawyers alleged the case against their client was politically motivated and that Prime Minister Justin Trudeau and his government were interfering in it, a charge the Liberals denied. Crown prosecutors eventually stayed the charge in May 2019, telling the judge that new evidence they'd received from Norman's defence team had led them to conclude there was no reasonable chance of a conviction. Following the dropped","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral negative positive,100.0% 0.0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiP2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2NzaXMtbWFuZGF0ZS10aHJlYXRzLTEuNjY3NzM5M9IBAA?oc=5,Justin Trudeau,"public hearings phase of the Emergencies Act inquiry. The inquiry is looking at whether the federal government was justified in invoking emergency powers to combat protests against COVID-19 measures that gridlocked Ottawa for nearly a month. In an interview with Public Order Emergency Commission lawyers last fall, Prime Minister Justin Trudeau suggested CSIS faced challenges during the convoy protests. ""He noted that CSIS does not necessarily have the right tools, mandate or even mindset to respond to the threat Canada faced at that moment,"" says a summary of that interview, released as part of the commission inquiry. Policy in a","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9raXRjaGVuZXItd2F0ZXJsb28vcHJpbWUtbWluaXN0ZXItanVzdGluLXRydWRlYXUtaG91c2luZy1yb3VuZHRhYmxlLTEuNjU2NjUzNdIBAA?oc=5,Justin Trudeau,"About 17,000 new housing units will be built across Canada as part of a $2-billion federal plan to address living affordability, Prime Minister Justin Trudeau said in Kitchener, Ont., on Tuesday. The planned spending stems from commitments made in the last two federal budgets. Trudeau was joined by Minister of Housing and Diversity and Inclusion Ahmed Hussen in making the announcement, as part of the government's Rapid Housing Initiative. Most of the 17,000 units pledged will be affordable, but Trudeau couldn't say exactly how many would be built in Waterloo region and Guelph. A point-in-time count done last September found","Does this news show Justin Trudeau in a positive, negative or neutral way?",positive neutral negative,95.2% 4.8% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,pos
https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9vdHRhd2Evc2FmZS1kcmlua2luZy13YXRlci10eWVuZGluYWdhLW1vaGF3ay10ZXJyaXRvcnktMS42MzkzMjU50gEA?oc=5,Justin Trudeau,"of 2025 to end all advisories Tyendinaga is one of 20 First Nations in Ontario that still have federal long-term drinking water advisories in place , mostly in the northwest. The federal government originally set a deadline to end all advisories by March 2021 , which was one of Justin Trudeau's key election promises during the 2015 campaign. Now the government has set its sight to 2025 . Hajdu hopes long-term boil water advisories lifted by 2025 As of March 2022, a total of 131 long-term drinking water advisories have been lifted and 34 remain throughout Canada, located in Ontario,","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3dvcmxkL3F1ZWVuLWVsaXphYmV0aC1jb21tb253ZWFsdGgtc2VydmljZS0xLjYzODE5MjXSAQA?oc=5,Justin Trudeau,"living monarch has been little seen since she spent a night in hospital last October for an unspecified ailment, and was then instructed by her medical team to rest. Last month, she tested positive for COVID-19, suffering mild cold-like symptoms, but was well enough to meet Canadian Prime Minister Justin Trudeau at Windsor Castle on Monday. However, Buckingham Palace said her son and heir Prince Charles would act in her place at next week's annual service for the Commonwealth of 54 nations which she heads. Decision not related to illness, Palace says ""After discussing the arrangements with the Royal Household,","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3BvaWxpZXZyZS1mcm9udGllci1jZW50cmUtcmVzaWRlbnRpYWwtc2Nob29scy0xLjY3MTM0MTnSAQA?oc=5,Pierre Poilievre,"Conservative Leader Pierre Poilievre faced criticism from his political opponents Friday for delivering a speech to the Frontier Centre for Public Policy (FCPP), a controversial Winnipeg-based group that has been associated with efforts to downplay the effects of residential schools on Indigenous children and oppose vaccine mandates. Before introducing Poilievre on Friday, the group's president, Peter Holle, said the FCPP is one of the ""most prolific think tanks"" and it publishes articles that ""might rub you the wrong way."" Holle said the group is determined to ""challenge false narratives"" and claimed there's a ""phoney-baloney discussion about climate"" among the ""chattering","Does this news show Pierre Poilievre in a positive, negative or neutral way?",negative neutral positive,99.5% 0.5% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",negative neutral positive,89.1% 10.9% 0%,neg
https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3BvaWxpZXZyZS1mcm9udGllci1jZW50cmUtcmVzaWRlbnRpYWwtc2Nob29scy0xLjY3MTM0MTnSAQA?oc=5,Justin Trudeau,"our survivors and their families,"" Archibald said in a media statement. Poilievre uses speech to blast Trudeau Poilievre did not address the criticisms during his Friday speech to the 500-strong crowd assembled at a Winnipeg conference centre for his appearance. Instead, he delivered a blistering attack on Prime Minister Justin Trudeau, blaming Liberal policies for inflation, sky-high real estate prices, a shortage of children's medication, delays in passport processing and ongoing problems in air transportation, among other problems. ""He will never fix them and that's why we need to replace him with a new government that will work for the","Does this news show Justin Trudeau in a positive, negative or neutral way?",negative neutral positive,99.8% 0.2% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",negative neutral positive,94.0% 6.0% 0%,neg
https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9jYWxnYXJ5L29waW5pb24tamFzb24ta2VubmV5LXByb3ZpbmNpYWwtZ2FzLXRheC1zdXNwZW5zaW9uLTEuNjM3NzA3MNIBAA?oc=5,Pierre Poilievre,"This has led to massive increases in people's utility bills for home heating and electricity. Pocketbook issues are always political. Regardless of the actual causes, the current government takes the blame when the cost of living rises. However, in 2022, partisan politics have infused the cost-of-living debate even more. Pierre Poilievre, the front-runner in the federal Conservative leadership race, has been bashing the Trudeau government for months over inflation, even coining the term JustinFlation . As provincial conservatives, the Kenney government needed to take some action to reduce the cost of living, while at the same time blaming the Trudeau","Does this news show Pierre Poilievre in a positive, negative or neutral way?",negative neutral positive,46.7% 44.1% 9.2%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral negative positive,73.6% 26.4% 0%,neg
https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9jYWxnYXJ5L29waW5pb24tamFzb24ta2VubmV5LXByb3ZpbmNpYWwtZ2FzLXRheC1zdXNwZW5zaW9uLTEuNjM3NzA3MNIBAA?oc=5,Justin Trudeau,"announced that the government would issue $400 cheques to every adult and child living in Alberta. It was dismissed as reckless by many experts, but was politically popular. Win number 3 Suspending the provincial gas tax also allows Kenney to simultaneously revert to one of his favourite pastimes: bashing Justin Trudeau over the carbon tax. In his news conference announcing the gas tax relief, Kenney made sure to emphasize the fact that an increase in the carbon tax kicks in on April 1. Kenney despises the carbon tax. His first bill after becoming premier was revoking the provincial carbon tax","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3ByZXN0b24tbWFubmluZy1jb25zZXJ2YXRpdmUtbGVhZGVyc2hpcC1wZXJzb25hbC1hdHRhY2tzLTEuNjQzNDMzNtIBAA?oc=5,Pierre Poilievre,"contest to ""advance the interests of the party and the country."" Manning did not single out any contender by name - but like virtually all leadership campaigns, this one has seen a fair amount of personal sniping. For example, candidate Patrick Brown, mayor of Brampton, Ont., has accused frontrunner Pierre Poilievre of pushing ""discriminatory policies"" and standing against immigrants because of his past support for a niqab ban at citizenship ceremonies. That prompted Poilievre to return fire by calling Brown a liar who distorts the truth for political advantage. Leadership candidate and former Quebec premier Jean Charest has accused Poilievre","Does this news show Pierre Poilievre in a positive, negative or neutral way?",negative neutral positive,58.3% 41.7% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral negative positive,93.7% 6.3% 0%,neg
https://news.google.com/__i/rss/rd/articles/CBMiSGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3RydWRlYXUtdWtyYWluZS1ydXNzaWEtYXR0YWNrLTEuNjM2MjU1NNIBAA?oc=5,Justin Trudeau,"Prime Minister Justin Trudeau announced Thursday a new suite of ""severe"" sanctions against Russian entities after the country's president, Vladimir Putin, launched a series of unprovoked attacks on neighbouring Ukraine late last night. The economic measures - which the government says were carefully coordinated with other G7 countries - are meant to hobble Russia's economy as its forces push further into Ukraine. Trudeau called Russia's act of war ""a massive threat to security and peace around the world."" To hit back, Trudeau said Canada will target 62 individuals and entities, including members of the Russian elite and their family members,","Does this news show Justin Trudeau in a positive, negative or neutral way?",positive neutral negative,92.0% 8.0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral negative positive,97.4% 2.6% 0%,pos
https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL2J5ZWxlY3Rpb24tbWlzc2lzc2F1Z2EtbGFrZXNob3JlLXNvdXNhLWNoaGluemVyLTEuNjY4MjgwM9IBAA?oc=5,Pierre Poilievre,"wrote. The Liberal party also declared victory late Monday, saying in a news release that this leaves it ""in a strengthened position"" at the end of 2022. If that dramatic lead held as the remainder of votes were counted, it would be a negative sign for new Conservative Leader Pierre Poilievre, said Philippe Fournier, the creator of 338Canada, a statistical model of electoral projections based on polling, demographics and elections history. Low voter turnout, results suggest Reacting to the early results, Fournier noted that the byelection appeared to have low turnout. The first 34 per cent of votes counted only","Does this news show Pierre Poilievre in a positive, negative or neutral way?",neutral negative positive,98.5% 1.5% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL2J5ZWxlY3Rpb24tbWlzc2lzc2F1Z2EtbGFrZXNob3JlLXNvdXNhLWNoaGluemVyLTEuNjY4MjgwM9IBAA?oc=5,Pierre Poilievre,"lead, that would mean that Poilievre was ""doing worse"" than his two immediate predecessors, Erin O'Toole and Andrew Scheer. Though Fournier warned against reading too much into any byelection result, the Liberals said the win was an indictment of Poilievre. ""Tonight, voters in Mississauga-Lakeshore rejected the reckless policies of Pierre Poilievre's Conservatives,"" the party's national director, Azam Ishmael, said in a statement. Sousa campaign supported by notable Liberals During a campaign that saw big-name Liberals dropping by the Mississauga-Lakeshore riding and federal ministers manning the phones, Sousa sold himself as an experienced decision-maker able to work with opponents across the","Does this news show Pierre Poilievre in a positive, negative or neutral way?",negative neutral positive,99.8% 0.2% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",negative neutral positive,56.2% 43.8% 0%,neg
https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL2J5ZWxlY3Rpb24tbWlzc2lzc2F1Z2EtbGFrZXNob3JlLXNvdXNhLWNoaGluemVyLTEuNjY4MjgwM9IBAA?oc=5,Justin Trudeau,"contest under the Conservative leadership of Poilievre, in an area of the country crucial to his party's chances of success in future federal elections. And the contest, in a district the Tories won when Stephen Harper earned a majority mandate, came seven years into the tenure of Prime Minister Justin Trudeau, whose government is on its second minority stint in Parliament. As Tories dampened expectations for their performance in Mississauga-Lakeshore, Poilievre was scarcely visible, though he tweeted his support for Chhinzer, on Monday afternoon. WATCH | Tory leader did not make campaign stop in Mississauga-Lakeshore riding: Fournier said Conservatives will","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiTmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL21leGljby1ydXNzaWEtdWtyYWluZS1vYnJhZG9yLXB1dGluLTEuNjQwOTYxNNIBAA?oc=5,Justin Trudeau,"Prime Minister Justin Trudeau appears to have spent much of his Tuesday phone conversation with his Mexican counterpart discussing Ukraine. According to the official Canadian readout, ""the Prime Minister invited the President to participate in the 'Stand Up for Ukraine' campaign pledging event on April 9, which he is co-convening with the President of the European Commission, Ursula von der Leyen, to raise funds for Ukrainian refugees and internally displaced people."" There was no word on whether Mexican President Andrés Manuel López Obrador - usually known as AMLO - accepted the invitation. He has appeared to lack enthusiasm for supporting","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,98.6% 1.4% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9icml0aXNoLWNvbHVtYmlhL2NvdmlkLTE5LXVwZGF0ZS1qYW4zMS0yMDIyLTEuNjMzMzk2N9IBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS42MzMzOTY3?oc=5,Justin Trudeau,"were not fully vaccinated accounted for 26 per cent of cases and from Jan. 14 to 27, they accounted for 30.6 per cent of hospitalizations, according to the province. A total of 2.1 million people have received a booster shot to date. Trudeau tests positive for COVID-19 Prime Minister Justin Trudeau said Monday he has tested positive for COVID-19 but has been in isolation since late last week after one of his children tested positive for the virus. Trudeau said he'll stay in quarantine and work remotely while he recovers but so far, he's feeling ""fine."" ""It's a big challenge","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL3RydWRlYXUtdHJhbnNpdC1taXNzaXNzYXVnYS0xLjYzNzM0MTbSAQA?oc=5,Justin Trudeau,"Prime Minister Justin Trudeau says three levels of government are coming together to improve the transit system in Mississauga. He announced Friday that the federal, provincial and municipal governments will spend a combined $675 million on three new public transportation projects in the city. The money will purchase 358 new hybrid buses to replace current diesel vehicles in a bid to cut emissions, ""design and deliver"" a new bus corridor along Dundas Street and upgrade existing corridors. Ottawa is to contribute $271 million to the project, while the province will spend $225 million and the City of Mississauga will provide","Does this news show Justin Trudeau in a positive, negative or neutral way?",positive neutral negative,88.8% 11.2% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,pos
https://news.google.com/__i/rss/rd/articles/CBMiQGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3RydWRlYXUtZnVkZGxlLWR1ZGRsZS0xLjY0NDE4MjTSAQA?oc=5,Justin Trudeau,"Much has been made of the political legacy Justin Trudeau has to live up to as he follows in the footsteps of his father, a former prime minister. On Wednesday, he invoked one of Pierre Elliott Trudeau's most memorable quips when he was asked whether he had uttered unparliamentary language. ""What is the nature of your thoughts, gentlemen, when you move your lips in a particular way?"" the current prime minister told reporters on his way out of the House of Commons. It's an echo of 1971, when Pierre Trudeau was accused of ""mouthing a four-letter obscenity"" at the opposition","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,99.5% 0.5% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2xlc2x5bi1sZXdpcy1jb25zZXJ2YXRpdmUtcGFydHktbGVhZGVyc2hpcC0xLjYzNzcwMTHSAQA?oc=5,Pierre Poilievre,"the Liberals will impose a social credit score, similar to the one that exists in China where people's behaviours are monitored through 5G cameras,"" she wrote. ""For this reason, they also distrust the COVID Alert app."" Lewis is just the second candidate to officially announce, joining long-time MP Conservative Pierre Poilievre. Former Quebec premier Jean Charest and Patrick Brown, mayor of Brampton, Ont., are both expected to launch their campaigns later this week, according to supporters. Conservative MP Michael Chong has said he's considering entering the race and fellow MP Scott Aitchison told Global News he is preparing a bid.","Does this news show Pierre Poilievre in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2xlc2x5bi1sZXdpcy1jb25zZXJ2YXRpdmUtcGFydHktbGVhZGVyc2hpcC0xLjYzNzcwMTHSAQA?oc=5,Justin Trudeau,"run at the leadership - this time with a political track record that places her firmly to the right of the Conservative political spectrum. Lewis officially announced her candidacy in a tweet on Tuesday, featuring a video of her speaking in the House of Commons. She accused Prime Minister Justin Trudeau of ""failed leadership"" and called for compassion for all Canadians. ""This isn't about who's right and who's wrong. It's about who gets to be a part of this conversation. And the only acceptable answer to that question is everybody, every Canadian,""​ she said. Lewis was widely praised for her","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3dvcmxkL2JvbHNvbmFyby1zdXBwb3J0ZXJzLXN0b3JtLWJyYXppbC1jb25ncmVzcy0xLjY3MDczMjPSAQA?oc=5,Justin Trudeau,"Brazil were ""outrageous."" His national security adviser Jake Sullivan went a step further on Twitter and said the U.S. ""condemns any effort to undermine democracy in Brazil."" Biden later tweeted that he looked forward to continuing to work with Lula, calling the riots an ""assault on democracy and on the peaceful transfer of power in Brazil."" Canadian Prime Minister Justin Trudeau also condemned the riots. ""Respecting the democratic will of the people is paramount in any democracy,"" he tweeted. ""Canada strongly condemns the violent behaviour on display ... and we reaffirm our support for President @LulaOficial and Brazil's democratic institutions.""","Does this news show Justin Trudeau in a positive, negative or neutral way?",positive neutral negative,83.0% 17.0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,pos
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS90b3JvbnRvL2NoaWxkLWNhcmUtd29ya2Vycy1zaG9ydGFnZS0xLjY0MDE1NTPSAQA?oc=5,Justin Trudeau,"addition to retaining workers, the new wage floor will help hire about 14,000 more ECEs than current projections say are needed to fill the 86,000 spaces. Premier Doug Ford, however, said child-care workers are not paid enough at the news conference on Monday in which he and Prime Minister Justin Trudeau announced the new child-care deal. ""To be frank, they deserve more money. That's my opinion,"" Ford said. ""They have a special skill set and they deserve to get paid appropriately and we'll work as quickly as possible and collaborate with stakeholders."" Vickerson said in light of Ford's comments, she's","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,94.3% 5.7% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiUGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2xpYmVyYWwtY2F1Y3VzLXJldHJlYXQtY29zdC1vZi1saXZpbmctMS42NTcwMzIx0gEA?oc=5,Justin Trudeau,"as Parliament prepares for the return of MPs. ""Our focus this week, as we kick off what will be a busy and important fall of parliamentary work, is on the economy, is hearing from Canadians, is working with Canadians to solve the very real pressures they're facing,"" Prime Minister Justin Trudeau said Tuesday at an event in Squamish, B.C. ""Whether it's to make sure that we're growing the economy, making sure we're creating good jobs now and into the future, or directly supporting people and the challenges they are facing around the cost of living, that is our focus."" Trudeau","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,66.2% 33.8% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiRmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3RydWRlYXUtbmF0by1zdW1taXQtbWFyY2gyNC0xLjYzOTU1NzbSAQA?oc=5,Justin Trudeau,"something Zelensky punched back against Thursday. ""After such a war against Russia ... please, never, never tell us that our army does not meet NATO standards,"" he said. Zelensky calls for worldwide protests The meeting of the Western alliance's leaders, including U.S. President Joe Biden and Canadian Prime Minister Justin Trudeau, comes one month into Russia's invasion of its neighbour, which has upended decades of European security. The meeting of 30 alliance members was followed immediately by a G7 meeting. In a separate video address late Wednesday, Zelnsky urged people around the world to protest the ongoing war. ""Come to","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiQGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3RydWRlYXUtY21hYy1yZXNwb25zZS0xLjY1NjcyNDHSAQA?oc=5,Justin Trudeau,"Prime Minister Justin Trudeau says the federal government is conducting a ""complete review"" of funding for an anti-racism group whose senior consultant sent a series of tweets about ""Jewish white supremacists."" Trudeau says the government is putting in place procedures to make sure that no hateful organization or individual receives public money in the future. ""It is absolutely unacceptable that federal dollars have gone to this organization that has demonstrated xenophobia, racism and antisemitism,"" Trudeau told a news conference in Kitchener, Ont. ""We are ensuring that there are better processes in place to make sure that no other organization or","Does this news show Justin Trudeau in a positive, negative or neutral way?",positive neutral negative,96.0% 4.0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,pos
https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2RlZmVuY2UtZGVwYXJ0bWVudC1taWxpdGFyeS1jYW5hZGEtbm9yYWQtdWtyYWluZS1uYXRvLTEuNjQxMDUzMNIBAA?oc=5,Justin Trudeau,"heavily in buying weapons for Ukraine to help it defend itself in the face of an increasingly brutal Russian invasion. Anand recently acknowledged that the Canadian military's stock of weapons it can donate has been largely depleted. The source said Ukrainian President Volodomyr Zelensky's top request of Prime Minister Justin Trudeau's government is for more arms. The confidential source - who was not authorized to speak on the record but has knowledge of the file - said the budget will also contain funding to cover critical equipment shortfalls within the Canadian military itself. Some of the investments, such as the","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2xpYmVyYWxzLWd1bi1hbW5kZXN0eS1leHRlbnNpb24tMS42Mzg3NTY10gEA?oc=5,Justin Trudeau,"The federal Liberal government is extending its amnesty on ""assault-style"" firearms until October 2023. Prime Minister Justin Trudeau announced in May 2020 he was banning more than 1,500 models of firearms, including the AR-15. He also announced owners of these guns would have a two-year amnesty period to come into compliance with the prohibition. The Liberal government revealed on Wednesday that the order, set to expire in April, would be extended until October 2023. It says doing so gives officials more time to implement a mandatory buyback program for the firearms. ""My number one priority as minister of Public Safety","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,88.6% 11.4% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2ZsaWdodHBzNzUyLXNlY29uZC1hbm5pdmVyc2FyeS1jb25jZXJucy1yY21wLWludmVzdGlnYXRpb24tdWtyYWluZS0xLjYzMDQ0MjLSAQA?oc=5,Justin Trudeau,"said it was not in a position to disclose how much information has been shared and how often. WATCH | Victims' families say RCMP not doing enough to help Ukraine's investigation: Bourdas said the protocol also limits the information the RCMP can share with victims' family members. Prime Minister Justin Trudeau has said that Canada continues to ""demand justice and accountability"" for the families. Canada, along with Sweden, Ukraine, and the United Kingdom, issued a notice of claim on June 3, 2021, in the hopes of triggering talks between Iran and the countries which lost citizens. The group previously issued","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,99.5% 0.5% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9vdHRhd2Evb3R0YXdhLXBvbGljZS1wcm90ZXN0LW9jY3VwYXRpb24tdXBkYXRlLTEuNjM2MjYxOdIBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS42MzYyNjE5?oc=5,Justin Trudeau,"of the reviewer being hired, would look at what the board and service did but also get answers quickly, El-Chantiry said. A city-led review into the occupation is also supposed to be completed by May. A federal inquiry, too, is supposed to begin within 60 days after Prime Minister Justin Trudeau invoked, then revoked, the Emergencies Act this week. Police watching rural camps Ottawa police are now in a ""place of observation"" as they continue to monitor rural camps of protesters now formed in areas outside the city. Police are receiving intelligence on their operations but the size of those","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
